state_name,county_nm,year,Total Population,WT number of public wastewater facilities,WT returns by public wastewater facilities,HP instream use,HP total number of facilities,HP total power generated,HP total offstream surface-water withdrawals,Ir Total reclaimed wastewater,Ir Total conveyance loss,Ir Total total irrigation,Ir Total total consumptive use,Ir Total total s-s withdrawals,A total s-s withdrawals,L consumptive use,L total s-s withdrawals,M reclaimed wastewater,M total consumptive use,M total s-s withdrawals,TP total number of facilities,TP total reclaimed wastewater,TP total power generated,TP total consumptive use,TP total s-s withdrawls,TP total s-s withdrawls plus deliveries,NTP number of facilities,NTP power generation,NTP total consumptive use,NTP total s-s withdrawals,NTP total s-s withdrawals plus deliveries,GTP number of facilities,GTP power generation,GTP total consumptive use,GTP total s-s withdrawals,GTP total s-s withdrawals plus deliveries,FTP number of facilities,FTP reclaimed wastewater,FTP power generation,FTP total consumptive use,FTP total s-s withdrawals,FTP total s-s withdrawals plus deliveries,TTP number of facilities,TTP reclaimed wastewater,TTP power generated,TTP total s-s withdrawals plus deliveries,TTP total consumptive use,TTP total s-s withdrawals,I number of facilities,I reclaimed wastewater,I total consumptive use,I total s-s withdrawals,I total s-s withdrawals plus deliveries,C reclaimed wastewater,C total consumptive use,C total s-s withdrawals,C total s-s withdrawals plus deliveries,D s-s population,D per capita use s-s,D per capita use public-supplied,D total consumptive use,D total s-s withdrawals total,D total s-s withdrawals plus deliveries,PS number of facilities,PS reclaimed wastewater,PS per capita use,PS public use and losses,PS total deliveries,PS total s-s withdrawals total
California,Kern,1995,616.700,47.000,57.140,0.000,3.000,601.350,988.510,2.600,137.220,821.700,1758.270,2287.690,0.000,8.200,8.160,0.000,0.470,52.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,84.000,0.000,1.270,2.690,4.390,0.690,6.290,14.800,38.950,40.950,75.000,177.000,30.040,3.070,105.210,36.000,0.000,253.000,17.810,127.990,145.800
California,Kern,2000,661.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,929.140,0.000,2583.420,15.210,0.000,0.000,0.000,0.000,78.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.300,7.300,0.000,0.000,0.000,0.000,76.050,75.000,0.000,0.000,5.700,5.700,0.000,0.000,0.000,0.000,0.000,181.230
California,Kern,2005,756.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,829.060,0.000,2223.750,4.120,0.000,0.000,0.000,0.000,93.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.480,1.480,0.000,0.000,0.000,0.000,54.695,361.000,158.000,0.000,19.760,130.950,0.000,0.000,443.000,0.000,111.190,311.280
California,Kern,2010,839.631,0.000,0.000,0.000,0.000,0.000,0.000,36.250,0.000,737.790,0.000,1810.140,4.210,0.000,0.000,0.000,0.000,92.660,0.000,0.000,10543.720,0.000,10.280,10.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10543.720,0.000,0.000,10.280,0.000,0.000,0.000,2.460,2.460,0.000,0.000,0.000,0.000,54.071,42.000,171.000,0.000,2.280,136.300,0.000,0.000,288.000,0.000,134.020,226.000
California,Kern,2015,882.176,0.000,0.000,0.000,0.000,0.000,0.000,47.090,0.000,815.090,1273.830,1617.680,4.520,0.000,0.000,0.000,0.000,108.510,6.000,0.000,17332.860,7.710,1.030,10.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,17332.860,10.780,7.710,1.030,20.000,0.000,0.000,2.460,2.460,0.000,0.000,0.000,0.000,22.694,101.000,123.000,0.000,2.300,108.370,0.000,0.000,196.000,0.000,115.820,168.870
California,Kings,1985,84.560,8.000,7.190,0.000,0.000,0.000,0.000,11.340,21.270,482.700,971.750,1418.150,0.000,3.740,5.490,0.000,0.060,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.350,3.800,6.440,0.000,1.380,0.440,4.930,15.600,75.000,173.000,3.400,1.170,13.080,0.000,0.000,0.000,0.000,19.040,19.530
California,Kings,1990,101.470,13.000,10.630,0.000,0.000,0.000,0.000,2.690,9.530,533.900,1027.340,1350.190,0.000,3.070,3.080,0.000,0.090,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.010,0.000,0.160,0.000,0.000,0.000,5.500,27.740,75.000,168.000,3.770,2.080,14.500,27.000,0.000,0.000,0.000,18.080,23.510
California,Kings,1995,114.900,13.000,12.650,0.000,0.000,0.000,0.000,0.000,82.550,493.200,1050.570,1368.830,0.000,16.790,16.800,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.120,0.140,0.410,0.000,1.520,0.000,5.840,27.650,75.000,218.000,5.480,2.080,21.090,9.000,2.450,293.000,0.460,25.120,25.580
California,Kings,2000,129.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,535.650,0.000,1486.370,0.040,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.750,1.750,0.000,0.000,0.000,0.000,20.990,75.000,0.000,0.000,1.580,1.580,0.000,0.000,0.000,0.000,0.000,22.310
California,Kings,2005,143.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,497.000,0.000,1305.700,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.030,0.000,0.000,0.000,0.000,30.865,194.000,161.000,0.000,6.000,24.110,0.000,0.000,492.000,0.000,18.110,55.330
California,Kings,2010,152.982,0.000,0.000,0.000,0.000,0.000,0.000,5.230,0.000,558.950,0.000,1251.440,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,166.510,0.000,0.380,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,166.510,0.000,0.000,0.380,0.000,0.000,0.000,3.080,3.080,0.000,0.000,0.000,0.000,15.252,75.000,140.000,0.000,1.140,20.390,0.000,0.000,210.000,0.000,19.250,28.920
California,Kings,2015,150.965,0.000,0.000,0.000,0.000,0.000,0.000,8.050,0.000,457.360,482.530,637.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,3.080,3.080,0.000,0.000,0.000,0.000,7.802,113.000,120.000,0.000,0.880,18.130,0.000,0.000,203.000,0.000,17.250,29.070
California,Lake,1985,47.660,8.000,0.550,0.000,0.000,0.000,0.000,0.120,1.210,21.200,47.760,60.380,0.000,0.700,0.960,0.000,0.450,1.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2430.370,8.870,11.520,11.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2430.370,0.000,8.870,11.520,0.000,0.000,0.090,0.050,0.130,0.000,0.350,0.060,1.330,2.270,75.000,74.000,0.920,0.170,3.550,0.000,0.000,0.000,0.000,4.730,5.540
California,Lake,1990,50.630,15.000,2.640,0.000,0.000,0.000,0.000,0.890,10.260,16.300,35.950,48.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,1370.040,5.260,6.840,6.840,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1370.040,0.000,5.260,0.000,7.000,0.000,0.000,0.010,0.050,0.000,0.000,0.000,0.830,4.780,75.000,71.000,0.940,0.360,3.630,76.000,0.000,0.000,0.000,4.140,5.550
California,Lake,1995,55.100,15.000,5.430,0.000,0.000,0.000,0.000,0.000,2.070,15.600,48.900,50.050,0.000,0.190,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1302.420,5.010,6.500,6.500,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1302.420,6.500,5.010,6.500,7.000,0.000,0.010,0.040,0.040,1.640,0.260,0.000,1.010,12.780,75.000,88.000,1.250,0.960,4.690,25.000,0.000,138.000,1.090,4.740,5.830
California,Lake,2000,58.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.870,0.000,43.740,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,13.650,75.000,0.000,0.000,1.020,1.020,0.000,0.000,0.000,0.000,0.000,6.850
California,Lake,2005,65.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.140,0.000,37.550,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.290,0.290,0.000,0.000,0.000,0.000,33.693,31.000,217.000,0.000,1.040,7.850,0.000,0.000,193.000,0.000,6.810,6.060
California,Lake,2010,64.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.040,0.000,32.680,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,1243.840,0.000,6.990,6.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1243.840,0.000,0.000,6.990,0.000,0.000,0.000,0.960,0.960,0.000,0.000,0.000,0.000,25.945,75.000,165.000,0.000,1.950,8.350,0.000,0.000,208.000,0.000,6.400,8.070
California,Lake,2015,64.591,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.000,28.790,41.860,52.790,0.000,0.000,0.000,0.000,0.000,0.220,5.000,0.000,912.530,2.990,4.200,4.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,912.530,4.200,2.990,4.200,5.000,0.000,0.000,0.960,0.960,0.000,0.000,0.000,0.000,27.596,57.000,57.000,0.000,1.570,3.680,0.000,0.000,79.000,0.000,2.110,2.930
California,Lassen,1985,24.380,6.000,1.460,0.000,0.000,0.000,0.000,0.970,3.390,104.900,178.990,242.330,0.000,1.300,1.480,0.000,0.090,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.290,1.250,1.250,0.000,0.420,0.270,1.250,9.950,73.000,180.000,0.870,0.730,3.330,0.000,0.000,0.000,0.000,3.580,4.260
California,Lassen,1990,27.600,8.000,1.680,0.000,0.000,0.000,0.000,0.320,53.290,100.000,192.150,284.760,0.000,0.420,0.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.230,0.000,0.000,0.000,1.800,15.900,75.000,192.000,0.890,1.190,3.440,13.000,0.000,0.000,0.000,4.280,5.060
California,Lassen,1995,28.650,8.000,2.250,0.000,0.000,0.000,0.000,1.720,5.510,107.000,257.800,293.870,0.000,0.460,0.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.090,0.180,0.310,0.000,0.610,0.000,2.360,11.870,75.000,116.000,0.740,0.890,2.830,8.000,0.000,325.000,1.020,4.430,5.450
California,Lassen,2000,33.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,173.880,0.000,477.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.000,0.000,0.000,0.000,16.720,75.000,0.000,0.000,1.260,1.260,0.000,0.000,0.000,0.000,0.000,5.720
California,Lassen,2005,34.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.000,0.000,213.930,17.280,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.280,7.280,0.000,0.000,0.000,0.000,20.236,200.000,465.000,0.000,4.040,10.790,0.000,0.000,240.000,0.000,6.750,3.490
California,Lassen,2010,34.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.700,0.000,175.920,17.280,0.000,0.000,0.000,0.000,0.080,0.000,0.000,231.660,0.000,0.790,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,231.660,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.215,31.000,211.000,0.000,0.560,4.080,0.000,0.000,435.000,0.000,3.520,7.260
California,Lassen,2015,31.345,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.000,100.910,65.900,88.680,17.290,0.000,0.000,0.000,0.000,0.340,1.000,0.000,195.000,0.270,0.380,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,195.000,0.380,0.270,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.355,88.000,132.000,0.000,1.000,3.640,0.000,0.000,190.000,0.000,2.640,3.800
California,Los Angeles,1985,8105.540,40.000,909.270,2645.350,0.000,1579.400,0.000,13.410,5.640,38.670,97.710,134.310,0.000,1.190,1.510,0.000,29.830,113.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23292.030,8.590,4076.270,4086.960,0.000,0.000,23292.030,0.000,8.590,0.000,0.000,0.850,66.150,98.600,212.580,0.000,91.390,9.410,360.530,380.780,66.000,121.000,248.610,24.960,956.190,0.000,0.000,0.000,0.000,1407.020,1526.600
California,Los Angeles,1990,8863.110,41.000,979.270,2247.580,19.000,1163.110,0.000,20.180,2.650,44.190,80.220,117.420,0.000,5.950,5.950,0.000,59.100,75.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,12688.300,5.010,2348.250,2355.840,13.000,0.000,12688.300,0.000,5.010,0.000,6876.000,0.000,40.480,34.050,197.580,0.000,3.740,1.630,238.890,440.990,69.000,132.000,298.580,30.270,1145.300,233.000,0.000,0.000,0.000,1523.410,1560.250
California,Los Angeles,1995,9352.200,41.000,999.280,478.810,18.000,769.840,1176.640,26.930,0.780,16.400,31.670,36.360,0.000,2.810,2.830,0.000,0.000,43.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.260,15071.860,4.430,2419.870,2423.820,14.000,0.260,15071.860,2423.820,4.430,2419.870,6822.000,3.400,77.020,167.290,262.170,9.180,74.790,0.870,288.460,38.340,75.000,114.000,299.460,2.880,1061.260,125.000,9.810,158.000,28.000,1444.800,1472.800
California,Los Angeles,2000,9519.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.990,0.000,64.580,0.010,0.000,0.000,0.000,0.000,54.710,0.000,0.000,0.000,0.000,3534.280,3534.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3534.280,0.000,0.000,0.000,57.730,57.730,0.000,0.000,0.000,0.000,1010.120,75.000,0.000,0.000,75.760,75.760,0.000,0.000,0.000,0.000,0.000,1574.830
California,Los Angeles,2005,9935.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.150,0.000,60.830,0.030,0.000,0.000,0.000,0.000,87.060,0.000,0.000,7181.190,0.000,1772.440,1772.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7181.190,0.000,0.000,1772.440,0.000,0.000,0.000,11.670,11.670,0.000,0.000,0.000,0.000,859.199,22.000,122.000,0.000,19.100,1125.760,0.000,0.000,205.000,0.000,1106.660,1859.630
California,Los Angeles,2010,9818.605,0.000,0.000,0.000,0.000,0.000,0.000,6.280,0.000,34.860,0.000,91.330,0.060,0.000,0.000,0.000,0.000,94.420,0.000,0.000,6855.840,0.000,1361.350,1361.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6855.840,0.000,0.000,1361.350,0.000,15.820,0.000,103.270,103.270,0.000,0.000,0.000,0.000,575.905,70.000,100.000,0.000,40.440,968.130,0.000,0.000,149.000,0.000,927.690,1372.580
California,Los Angeles,2015,10170.292,0.000,0.000,0.000,0.000,0.000,0.000,25.360,0.000,29.470,26.420,34.600,0.040,0.000,0.000,0.000,0.000,107.380,17.000,1.290,9726.750,2.560,436.000,438.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,1.290,9726.750,438.300,2.560,436.000,106.000,15.820,0.000,103.270,103.270,0.000,0.000,0.000,0.000,30.311,80.000,81.000,0.000,2.410,820.290,0.000,0.000,124.000,0.000,820.180,1256.440
California,Madera,1985,75.750,11.000,4.310,185.420,0.000,73.310,0.000,3.350,22.360,326.600,704.900,1118.100,0.000,2.690,3.950,0.000,0.090,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,1.710,4.580,4.590,0.000,0.930,0.890,2.370,54.160,43.000,182.000,1.640,2.350,6.280,0.000,0.000,0.000,0.000,5.420,6.450
California,Madera,1990,88.090,14.000,6.300,143.800,5.000,34.850,0.000,0.000,0.000,316.510,614.660,854.630,0.000,2.610,3.380,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.280,35.710,75.000,200.000,3.420,2.680,13.150,54.000,0.000,0.000,0.000,12.750,17.470
California,Madera,1995,106.400,14.000,7.610,0.000,5.000,154.820,412.010,0.000,103.370,311.200,760.520,949.320,0.000,6.170,6.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,1.120,3.790,3.880,0.000,0.530,0.000,2.040,49.400,75.000,227.000,4.330,3.700,16.660,16.000,0.000,302.000,2.100,15.090,17.190
California,Madera,2000,123.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,312.880,0.000,953.610,1.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.070,2.070,0.000,0.000,0.000,0.000,49.070,75.000,0.000,0.000,3.680,3.680,0.000,0.000,0.000,0.000,0.000,19.210
California,Madera,2005,142.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294.710,0.000,767.600,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.040,0.000,0.000,0.000,0.000,55.400,175.000,225.000,0.000,9.680,29.340,0.000,0.000,593.000,0.000,19.660,51.850
California,Madera,2010,150.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,297.840,0.000,711.980,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.820,0.000,0.000,0.000,0.000,0.000,0.000,4.570,4.570,0.000,0.000,0.000,0.000,50.385,62.000,137.000,0.000,3.120,16.860,0.000,0.000,219.000,0.000,13.740,22.030
California,Madera,2015,154.998,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.000,303.970,620.920,772.430,0.000,0.000,0.000,0.000,0.000,0.010,1.000,0.000,66.030,0.150,0.000,0.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,66.030,0.210,0.150,0.000,19.000,0.000,0.000,4.570,4.570,0.000,0.000,0.000,0.000,37.413,87.000,99.000,0.000,3.270,14.940,0.000,0.000,133.000,0.000,11.880,15.630
California,Marin,1985,223.990,15.000,17.660,0.000,0.000,0.000,0.000,0.090,0.020,0.800,1.430,2.280,0.000,0.990,1.080,0.000,0.080,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.520,0.230,0.920,0.000,2.250,0.130,9.060,4.620,74.000,108.000,6.250,0.340,24.030,0.000,0.000,0.000,0.000,33.310,38.830
California,Marin,1990,230.100,21.000,16.370,0.000,0.000,0.000,0.000,2.170,0.000,0.700,1.430,2.410,0.000,0.190,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.000,0.000,0.000,2.460,0.000,0.000,0.000,5.010,6.210,76.000,117.000,6.790,0.470,26.600,14.000,0.000,0.000,0.000,33.600,36.900
California,Marin,1995,238.900,21.000,23.930,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.130,1.130,0.000,2.190,2.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.000,0.000,0.480,0.000,1.670,0.000,1.130,0.000,4.330,8.550,75.000,123.000,7.550,0.640,29.040,8.000,0.000,161.000,2.610,34.400,37.010
California,Marin,2000,247.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.910,0.000,3.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,3.770,74.000,0.000,0.000,0.280,0.280,0.000,0.000,0.000,0.000,0.000,37.690
California,Marin,2005,246.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.800,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.310,2613.000,79.000,0.000,0.810,20.250,0.000,0.000,125.000,0.000,19.440,30.800
California,Marin,2010,252.409,0.000,0.000,0.000,0.000,0.000,0.000,2.470,0.000,6.330,0.000,9.040,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.280,0.280,0.000,0.000,0.000,0.000,5.043,75.000,88.000,0.000,0.380,22.240,0.000,0.000,129.000,0.000,21.860,32.020
California,Marin,2015,261.221,0.000,0.000,0.000,0.000,0.000,0.000,3.140,0.000,9.870,35.230,41.020,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.020,0.000,0.200,0.200,0.000,0.000,0.000,0.000,2.913,72.000,76.000,0.000,0.210,19.790,0.000,0.000,109.000,0.000,19.580,28.190
