state_name,county_nm,year,Total Population,WT number of public wastewater facilities,WT returns by public wastewater facilities,HP instream use,HP total number of facilities,HP total power generated,HP total offstream surface-water withdrawals,Ir Total reclaimed wastewater,Ir Total conveyance loss,Ir Total total irrigation,Ir Total total consumptive use,Ir Total total s-s withdrawals,A total s-s withdrawals,L consumptive use,L total s-s withdrawals,M reclaimed wastewater,M total consumptive use,M total s-s withdrawals,TP total number of facilities,TP total reclaimed wastewater,TP total power generated,TP total consumptive use,TP total s-s withdrawls,TP total s-s withdrawls plus deliveries,NTP number of facilities,NTP power generation,NTP total consumptive use,NTP total s-s withdrawals,NTP total s-s withdrawals plus deliveries,GTP number of facilities,GTP power generation,GTP total consumptive use,GTP total s-s withdrawals,GTP total s-s withdrawals plus deliveries,FTP number of facilities,FTP reclaimed wastewater,FTP power generation,FTP total consumptive use,FTP total s-s withdrawals,FTP total s-s withdrawals plus deliveries,TTP number of facilities,TTP reclaimed wastewater,TTP power generated,TTP total s-s withdrawals plus deliveries,TTP total consumptive use,TTP total s-s withdrawals,I number of facilities,I reclaimed wastewater,I total consumptive use,I total s-s withdrawals,I total s-s withdrawals plus deliveries,C reclaimed wastewater,C total consumptive use,C total s-s withdrawals,C total s-s withdrawals plus deliveries,D s-s population,D per capita use s-s,D per capita use public-supplied,D total consumptive use,D total s-s withdrawals total,D total s-s withdrawals plus deliveries,PS number of facilities,PS reclaimed wastewater,PS per capita use,PS public use and losses,PS total deliveries,PS total s-s withdrawals total
California,Nevada,2015,98.877,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,12.410,36.950,48.440,0.000,0.000,0.000,0.000,0.000,0.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.080,0.080,0.000,0.000,0.000,0.000,29.355,106.000,100.000,0.000,3.110,10.060,0.000,0.000,165.000,0.000,6.950,11.440
California,Orange,1985,2122.100,22.000,222.760,263.260,0.000,44.050,0.000,6.190,2.600,24.910,36.920,57.820,0.000,0.190,0.240,0.000,8.200,31.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2699.430,0.670,304.310,304.980,0.000,0.000,2699.430,0.000,0.670,0.000,0.000,0.030,12.470,1.110,36.830,0.000,27.860,2.880,109.870,102.030,75.000,140.000,75.770,7.650,291.420,0.000,0.000,0.000,0.000,427.150,465.190
California,Orange,1990,2410.560,24.000,324.470,284.800,3.000,50.540,0.000,2.600,1.470,22.240,32.440,49.060,0.000,0.360,0.360,0.000,9.970,13.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,999.890,0.000,151.720,152.300,1.000,0.000,999.890,0.000,0.000,0.000,2054.000,0.000,0.420,0.420,30.140,0.000,0.220,2.680,58.730,487.010,75.000,165.000,91.800,36.530,353.080,86.000,0.000,0.000,0.000,402.900,465.550
California,Orange,1995,2614.800,21.000,291.070,0.000,3.000,43.240,250.870,32.810,1.310,14.700,34.430,43.550,0.000,0.360,0.360,0.000,0.000,5.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,996.520,0.260,145.890,146.150,1.000,0.000,996.520,146.150,0.260,145.890,2049.000,0.000,14.390,30.850,49.630,1.770,21.580,2.240,85.160,4.190,74.000,110.000,83.750,0.310,286.250,28.000,12.730,169.000,52.050,387.900,439.950
California,Orange,2000,2846.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.800,0.000,47.640,0.000,0.000,0.000,0.000,0.000,5.810,0.000,0.000,0.000,0.000,154.920,154.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,154.920,0.000,0.000,0.000,1.120,1.120,0.000,0.000,0.000,0.000,232.760,75.000,0.000,0.000,17.460,17.460,0.000,0.000,0.000,0.000,0.000,496.060
California,Orange,2005,2988.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.950,0.000,12.810,0.000,0.000,0.000,0.000,0.000,10.640,0.000,0.000,1723.700,0.000,305.000,305.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1723.700,0.000,0.000,305.000,0.000,0.000,0.000,0.320,0.320,0.000,0.000,0.000,0.000,67.377,75.000,72.000,0.000,5.050,216.510,0.000,0.000,131.000,0.000,211.460,383.750
California,Orange,2010,3010.232,0.000,0.000,0.000,0.000,0.000,0.000,5.540,0.000,8.300,0.000,18.400,0.000,0.000,0.000,0.000,0.000,8.480,0.000,0.000,980.350,0.000,200.810,200.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,980.350,0.000,0.000,200.810,0.000,1.810,0.000,18.110,18.110,0.000,0.000,0.000,0.000,214.352,75.000,112.000,0.000,16.020,330.040,0.000,0.000,180.000,0.000,314.020,503.530
California,Orange,2015,3169.776,0.000,0.000,0.000,0.000,0.000,0.000,7.720,0.000,12.520,9.310,11.890,0.000,0.000,0.000,0.000,0.000,11.860,3.000,0.000,989.980,0.290,62.360,62.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,989.980,62.770,0.290,62.360,27.000,1.810,0.000,18.110,18.110,0.000,0.000,0.000,0.000,20.275,98.000,90.000,0.000,1.980,284.680,0.000,0.000,145.000,0.000,283.110,457.540
California,Placer,1985,137.820,16.000,7.100,1967.470,0.000,1219.740,0.000,0.430,4.080,46.800,118.030,214.920,0.000,0.510,0.710,0.000,0.190,0.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,1.080,1.660,5.020,0.000,1.850,0.780,6.330,27.700,75.000,134.000,4.370,2.070,16.800,0.000,0.000,0.000,0.000,23.640,24.140
California,Placer,1990,172.800,21.000,10.110,1900.590,15.000,1195.190,0.000,0.000,0.000,44.200,129.800,223.470,0.000,1.320,1.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.070,0.000,0.000,0.000,1.000,0.000,0.070,0.000,0.000,0.000,56.000,0.000,0.460,0.020,2.030,0.000,0.000,0.000,7.270,68.630,73.000,108.000,4.220,5.000,16.240,87.000,0.000,0.000,0.000,20.520,31.340
California,Placer,1995,203.500,21.000,15.470,373.700,15.000,2511.520,3379.880,0.000,4.560,50.400,126.210,156.000,0.000,1.400,1.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000,0.820,2.180,2.840,0.000,1.610,0.150,6.350,35.650,75.000,142.000,7.840,2.680,26.440,43.000,0.000,225.000,7.190,30.620,37.810
California,Placer,2000,248.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.690,0.000,125.590,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.160,0.000,0.000,0.000,0.000,25.920,75.000,0.000,0.000,1.940,1.940,0.000,0.000,0.000,0.000,0.000,59.380
California,Placer,2005,317.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.970,0.000,130.810,0.040,0.000,0.000,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.218,260.000,124.000,0.000,8.390,43.760,0.000,0.000,241.000,0.000,35.370,68.680
California,Placer,2010,348.432,0.000,0.000,0.000,0.000,0.000,0.000,1.950,0.000,44.820,0.000,119.460,0.030,0.000,0.000,0.000,0.000,0.080,0.000,0.000,353.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,353.000,0.000,0.000,0.000,0.000,0.000,0.000,2.010,2.010,0.000,0.000,0.000,0.000,43.132,74.000,151.000,0.000,3.210,49.240,0.000,0.000,216.000,0.000,46.030,66.020
California,Placer,2015,375.391,0.000,0.000,0.000,0.000,0.000,0.000,3.560,0.000,44.610,101.640,133.480,0.000,0.000,0.000,0.000,0.000,0.300,2.000,0.000,816.640,0.570,0.000,0.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,816.640,0.810,0.570,0.000,7.000,0.000,0.000,1.920,1.920,0.000,0.000,0.000,0.000,55.329,112.000,109.000,0.000,6.180,41.050,0.000,0.000,169.000,0.000,35.680,54.070
California,Plumas,1985,19.190,10.000,1.820,2783.130,0.000,1804.620,0.000,0.220,2.240,37.500,67.340,112.190,0.000,0.280,0.380,0.000,0.140,0.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,28.100,78.240,78.240,0.000,0.220,0.030,0.860,0.760,79.000,120.000,0.590,0.060,2.270,0.000,0.000,0.000,0.000,3.040,3.620
California,Plumas,1990,19.740,10.000,1.270,1718.820,8.000,1081.320,0.000,0.540,23.390,38.900,76.100,115.520,0.000,0.320,2.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.130,0.000,0.000,0.000,1.000,0.000,0.130,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,3.730,75.000,155.000,0.720,0.280,2.760,40.000,0.000,0.000,0.000,3.380,4.350
California,Plumas,1995,20.500,10.000,2.420,0.000,9.000,3099.200,5577.250,0.000,0.990,36.100,109.420,119.630,0.000,0.320,2.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.910,3.550,3.550,0.000,0.250,0.000,0.950,4.280,75.000,158.000,0.750,0.320,2.890,11.000,0.000,268.000,0.830,3.520,4.350
California,Plumas,2000,20.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.330,0.000,48.800,1.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.060,0.000,0.000,0.000,0.000,2.130,75.000,0.000,0.000,0.160,0.160,0.000,0.000,0.000,0.000,0.000,4.030
California,Plumas,2005,21.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.930,0.000,70.300,2.210,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.710,2.710,0.000,0.000,0.000,0.000,3.081,253.000,169.000,0.000,0.780,3.890,0.000,0.000,158.000,0.000,3.110,2.910
California,Plumas,2010,20.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.050,0.000,111.430,1.610,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.350,1.350,0.000,0.000,0.000,0.000,2.737,77.000,117.000,0.000,0.210,2.230,0.000,0.000,219.000,0.000,2.020,3.790
California,Plumas,2015,18.409,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.000,42.680,76.260,102.780,0.020,0.000,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,1.350,1.350,0.000,0.000,0.000,0.000,2.631,87.000,87.000,0.000,0.230,1.610,0.000,0.000,136.000,0.000,1.380,2.150
California,Riverside,1985,820.210,46.000,78.960,940.750,0.000,103.240,0.000,19.280,133.860,264.140,705.170,1134.410,0.000,11.210,11.300,0.000,0.860,3.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,4.420,1.880,9.140,0.000,17.690,0.680,71.660,24.060,75.000,236.000,49.410,1.800,190.050,0.000,0.000,0.000,0.000,266.490,308.600
California,Riverside,1990,1170.410,55.000,95.050,923.230,6.000,101.900,0.000,14.010,57.230,257.930,676.650,1053.430,0.000,39.980,44.610,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,302.000,0.000,0.400,0.400,9.860,0.000,0.000,0.090,32.860,349.680,75.000,233.000,56.460,26.230,217.170,181.000,0.000,0.000,0.000,233.170,309.570
California,Riverside,1995,1370.300,52.000,110.200,168.340,6.000,90.110,674.920,29.640,74.310,236.600,910.040,1027.640,0.000,25.950,31.270,0.000,1.120,1.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,297.000,0.000,6.370,0.520,21.960,1.420,10.220,5.270,44.550,168.770,75.000,149.000,49.940,12.660,192.060,25.000,22.000,294.000,113.690,240.120,353.810
California,Riverside,2000,1545.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293.510,0.000,1231.430,7.930,0.000,0.000,0.000,0.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.040,4.040,0.000,0.000,0.000,0.000,148.380,75.000,0.000,0.000,11.130,11.130,0.000,0.000,0.000,0.000,0.000,410.070
California,Riverside,2005,1946.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,189.020,0.000,701.730,69.170,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.170,1.170,0.000,0.000,0.000,0.000,44.050,632.000,182.000,0.000,27.820,373.230,0.000,0.000,229.000,0.000,345.410,435.460
California,Riverside,2010,2189.641,0.000,0.000,0.000,0.000,0.000,0.000,13.020,0.000,230.410,0.000,486.710,66.160,0.000,0.000,0.000,0.000,7.350,0.000,0.000,4454.260,0.000,6.650,6.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4454.260,0.000,0.000,6.650,0.000,2.680,0.000,5.230,5.230,0.000,0.000,0.000,0.000,55.871,58.000,159.000,0.000,3.250,342.120,0.000,0.000,243.000,0.000,338.870,519.090
California,Riverside,2015,2361.026,0.000,0.000,0.000,0.000,0.000,0.000,41.390,0.000,222.690,569.330,741.790,17.670,0.000,0.000,0.000,0.000,11.440,4.000,0.560,2573.130,1.460,1.460,1.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.560,2573.130,1.470,1.460,1.460,46.000,2.680,0.000,5.230,5.230,0.000,0.000,0.000,0.000,17.754,109.000,119.000,0.000,1.940,279.650,0.000,0.000,188.000,0.000,277.720,440.730
California,Sacramento,1985,891.710,12.000,137.080,2705.070,0.000,485.600,0.000,1.080,10.850,175.900,358.470,542.370,0.000,2.590,3.580,0.000,0.230,0.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1936.240,5.590,0.020,12.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1936.240,0.000,5.590,0.020,0.000,0.000,9.180,22.030,30.180,0.000,14.490,0.580,58.670,20.450,75.000,177.000,40.450,1.530,155.590,0.000,0.000,0.000,0.000,233.220,252.550
California,Sacramento,1990,1041.220,13.000,139.190,2247.140,2.000,353.390,0.000,0.000,0.000,114.100,220.790,345.960,0.000,5.510,8.070,0.000,0.140,0.470,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,392.000,0.000,6.430,7.790,23.000,0.000,0.020,46.850,67.100,105.200,75.000,176.000,45.830,7.890,173.080,85.000,0.000,0.000,0.000,200.650,301.160
California,Sacramento,1995,1117.700,12.000,169.890,5273.460,2.000,976.270,0.000,0.090,8.260,158.500,384.780,449.850,0.000,9.210,13.330,0.000,0.660,0.990,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,11.670,11.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,11.670,0.000,11.670,388.000,0.000,7.590,23.520,26.180,0.000,12.040,46.850,93.130,2.500,76.000,219.000,63.600,0.190,244.600,30.000,0.000,296.000,36.330,293.350,329.680
California,Sacramento,2000,1223.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,145.320,0.000,409.760,54.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.780,7.780,0.000,0.000,0.000,0.000,64.030,75.000,0.000,0.000,4.800,4.800,0.000,0.000,0.000,0.000,0.000,302.590
California,Sacramento,2005,1363.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,138.570,0.000,408.830,57.430,0.000,0.000,0.000,0.000,5.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.725,230.000,100.000,0.000,3.390,137.920,0.000,0.000,220.000,0.000,134.530,296.940
California,Sacramento,2010,1418.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,151.300,0.000,306.570,38.700,0.000,0.000,0.000,0.000,2.300,0.000,0.000,1912.340,0.000,1.930,1.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1912.340,0.000,0.000,1.930,0.000,0.000,0.000,16.910,16.910,0.000,0.000,0.000,0.000,18.688,37.000,141.000,0.000,0.690,197.600,0.000,0.000,223.000,0.000,196.910,311.640
California,Sacramento,2015,1501.335,0.000,0.000,0.000,0.000,0.000,0.000,2.160,0.000,161.340,334.120,442.060,171.430,0.000,0.000,0.000,0.000,2.180,4.000,0.000,6034.030,2.550,1.890,3.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,6034.030,3.560,2.550,1.890,23.000,0.000,0.000,16.910,16.910,0.000,0.000,0.000,0.000,56.106,118.000,108.000,0.000,6.600,162.890,0.000,0.000,160.000,0.000,157.960,231.290
California,San Benito,1985,30.580,5.000,1.410,0.000,0.000,0.000,0.000,0.570,1.140,50.500,67.000,94.800,0.000,0.880,1.120,0.000,0.150,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.080,2.610,3.680,0.000,0.330,0.110,1.200,3.710,75.000,108.000,0.830,0.280,3.180,0.000,0.000,0.000,0.000,5.060,4.750
California,San Benito,1990,36.700,5.000,2.310,0.000,0.000,0.000,0.000,0.000,0.000,47.200,54.770,73.870,0.000,0.970,0.970,0.000,0.030,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.360,16.130,75.000,80.000,0.740,1.210,2.860,19.000,0.000,0.000,0.000,2.090,2.760
California,San Benito,1995,42.650,5.000,3.030,0.000,0.000,0.000,0.000,0.510,0.360,41.900,59.320,80.240,0.000,1.030,1.030,0.000,0.130,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.050,0.010,0.160,0.000,0.100,0.000,0.370,9.370,75.000,127.000,1.280,0.700,4.930,5.000,0.000,155.000,0.420,4.750,5.170
California,San Benito,2000,53.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.590,0.000,83.440,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000,6.310,76.000,0.000,0.000,0.480,0.480,0.000,0.000,0.000,0.000,0.000,6.300
California,San Benito,2005,55.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.560,0.000,50.710,0.000,0.000,0.000,0.000,0.000,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.030,0.000,0.000,0.000,0.000,12.098,286.000,125.000,0.000,3.460,8.930,0.000,0.000,308.000,0.000,5.470,13.490
California,San Benito,2010,55.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.210,0.000,72.690,0.000,0.000,0.000,0.000,0.000,0.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.020,4.020,0.000,0.000,0.000,0.000,7.569,75.000,95.000,0.000,0.570,5.120,0.000,0.000,145.000,0.000,4.550,6.910
California,San Benito,2015,58.792,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,48.740,12.540,15.120,0.000,0.000,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,4.020,4.020,0.000,0.000,0.000,0.000,9.531,73.000,74.000,0.000,0.700,4.340,0.000,0.000,106.000,0.000,3.640,5.240
California,San Bernardino,1985,1085.660,42.000,99.550,13472.220,0.000,1399.120,0.000,1.500,22.780,63.120,148.790,213.590,0.000,9.880,14.430,0.000,1.310,5.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2625.040,8.900,8.320,11.550,0.000,0.000,2625.040,0.000,8.900,8.320,0.000,0.000,10.360,14.900,20.240,0.000,18.520,0.030,76.160,1.280,63.000,186.000,52.520,0.080,201.980,0.000,0.000,0.000,0.000,286.600,330.990
California,San Bernardino,1990,1418.380,37.000,99.160,7064.390,9.000,1353.050,0.000,2.500,4.870,57.200,129.860,189.300,0.000,32.440,44.510,0.000,0.110,29.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,1457.450,0.000,4.110,5.300,4.000,0.000,1457.450,0.000,0.000,4.110,946.000,0.000,10.290,11.170,24.460,0.000,0.010,9.530,47.500,368.590,75.000,210.000,64.570,27.640,248.360,206.000,0.000,0.000,0.000,273.170,312.620
California,San Bernardino,1995,1581.600,38.000,113.710,6042.200,11.000,955.780,468.020,13.140,1.230,44.200,153.820,186.050,0.000,32.450,44.530,0.000,35.770,35.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,2793.710,3.910,3.490,3.910,4.000,0.000,2793.710,3.910,3.910,3.490,941.000,0.000,12.800,30.810,45.110,0.000,11.930,0.510,46.380,51.080,75.000,143.000,64.830,3.830,223.110,51.000,0.000,205.000,33.140,279.870,313.010
California,San Bernardino,2000,1709.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.740,0.000,183.290,12.160,0.000,0.000,0.000,0.000,13.100,0.000,0.000,0.000,0.000,3.210,3.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.210,0.000,0.000,0.000,11.260,11.260,0.000,0.000,0.000,0.000,345.340,75.000,0.000,0.000,25.900,25.900,0.000,0.000,0.000,0.000,0.000,372.180
